ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,CustomerTenure,Age,TotalChildren,TotalSpending,TotalPurchases,CampaignAcceptedTotal,Cluster
1970,1968,Master,Together,34053.0,0,1,2012-09-10,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,3,11,0,657,46,1,103,7,0,0
5313,1971,Master,Married,38196.0,1,1,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,3,11,0,72,43,2,44,9,0,0
10634,1951,Master,Married,59412.0,0,0,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,3,11,0,71,63,0,406,15,0,3
7010,1965,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,83,49,0,1363,20,1,2
8562,1969,Graduation,Together,54165.0,0,0,2013-05-28,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,3,11,0,397,45,0,236,11,0,3
3158,1973,Graduation,Married,32300.0,1,0,2013-01-03,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,3,11,0,542,41,1,39,5,0,0
4436,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0,494,38,0,137,8,0,0
5287,1973,Graduation,Married,34961.0,1,0,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,3,11,0,10,41,1,79,10,0,0
2445,1974,PhD,Together,28440.0,1,0,2013-07-07,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,357,40,1,63,6,0,0
6059,1953,PhD,Together,64504.0,1,2,2013-03-04,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,3,11,1,482,61,3,1314,25,0,1
4550,1966,Master,Together,33564.0,0,1,2014-06-24,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,3,11,0,5,48,1,71,6,0,0
4240,1978,Graduation,Married,17345.0,1,0,2012-11-03,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,3,11,0,603,36,1,58,7,0,0
8911,1967,PhD,Married,56320.0,0,1,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,447,47,1,702,21,0,3
3706,1978,Graduation,Single,28647.0,1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,3,11,1,312,36,1,94,7,1,0
3628,1987,Basic,Single,15038.0,1,0,2013-01-29,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,3,11,0,516,27,1,80,7,0,0
10175,1958,PhD,Divorced,32173.0,0,1,2013-08-01,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,3,11,0,332,56,1,22,5,0,0
8985,1964,2n Cycle,Together,68316.0,0,1,2012-11-04,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,3,11,0,602,50,1,1211,32,0,1
5204,1971,Graduation,Together,74538.0,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,3,11,1,365,43,0,1461,22,1,2
9220,1971,Graduation,Single,91700.0,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,3,11,1,528,43,0,1968,20,0,3
9888,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,4,45,0,1091,16,0,3
5263,1977,2n Cycle,Married,31056.0,1,0,2013-01-22,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,3,11,0,523,37,1,55,5,0,0
1020,1973,Graduation,Married,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,48,41,0,1366,19,1,2
9503,1980,Graduation,Single,28071.0,0,0,2012-08-29,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,3,11,0,669,34,0,313,13,0,0
10613,1958,PhD,Together,37334.0,1,1,2014-02-26,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,3,11,0,123,56,2,62,11,0,0
67,1972,Master,Single,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,284,42,2,92,9,0,0
6019,1971,PhD,Married,37126.0,1,0,2014-03-30,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,3,11,1,91,43,1,72,6,1,0
5863,1953,Graduation,Married,47703.0,0,1,2013-05-29,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,3,11,0,396,61,1,655,21,0,1
3717,1959,Graduation,Married,61180.0,0,1,2014-04-23,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,3,11,0,67,55,1,704,18,1,3
6730,1954,Graduation,Married,38998.0,1,1,2012-11-03,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,3,11,0,603,60,2,54,8,0,0
10749,1991,Graduation,Single,8028.0,0,0,2012-09-18,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,3,11,0,649,23,0,178,16,0,1
4998,1962,Graduation,Together,76081.0,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,37,52,0,1033,14,1,3
6287,1986,Graduation,Together,34728.0,1,0,2013-07-30,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1,334,28,1,36,5,0,0
5985,1965,Master,Single,33168.0,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,624,49,1,122,10,0,0
4754,1966,Master,Married,33585.0,0,1,2013-09-25,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,3,11,0,277,48,1,122,7,0,0
4002,1960,PhD,Married,77037.0,0,1,2013-10-13,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,3,11,0,259,54,1,1123,27,0,3
8870,1984,Graduation,Together,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,1,593,30,1,497,18,0,1
966,1966,Graduation,Married,44529.0,0,1,2013-07-05,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,3,11,0,359,48,1,691,25,1,1
4767,1965,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,83,49,0,1363,20,1,2
9725,1966,PhD,Together,28764.0,1,1,2014-06-05,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,3,11,0,24,48,2,12,4,1,0
4475,1949,PhD,Married,69098.0,0,0,2013-02-16,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,3,11,0,498,65,0,2440,25,0,3
5740,1970,2n Cycle,Divorced,25959.0,1,1,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,3,11,1,500,44,2,56,7,0,0
5731,1983,Master,Married,27100.0,1,0,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,450,31,1,37,5,0,0
7290,1985,Graduation,Single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,632,29,0,968,21,0,3
3846,1974,Graduation,Married,42557.0,0,1,2012-08-29,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0,669,40,1,270,15,0,1
8104,1951,PhD,Married,53312.0,0,0,2013-08-09,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,324,63,0,278,12,0,0
4507,1952,Graduation,Single,72228.0,0,0,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,579,62,0,1250,22,0,3
11013,1987,Graduation,Together,67605.0,0,0,2013-03-31,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,455,27,0,938,17,0,3
4491,1949,Master,Married,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0,636,65,2,1178,28,1,1
3759,1958,Graduation,Together,65196.0,0,2,2013-07-25,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,339,56,2,1155,26,1,3
1162,1987,PhD,Single,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,535,27,0,653,20,0,3
2055,1973,PhD,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,41,41,2,49,6,1,0
10766,1964,PhD,Married,65526.0,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,79,50,1,506,17,0,3
4415,1961,Graduation,Married,16860.0,1,1,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,3,11,0,655,53,2,38,8,0,0
3005,1992,Graduation,Single,83528.0,0,0,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,59,22,0,1650,23,2,2
2223,1965,2n Cycle,Divorced,64176.0,0,1,2012-08-03,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,695,49,1,1826,33,0,1
4817,1956,Graduation,Divorced,22304.0,0,0,2012-08-04,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,694,58,0,18,4,0,0
2875,1978,Graduation,Married,67023.0,0,0,2014-03-04,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,117,36,0,906,24,0,3
10536,1971,PhD,Together,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,35,43,1,46,8,0,0
11112,1966,Graduation,Together,70713.0,0,1,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,573,48,1,1477,25,0,1
3807,1955,Graduation,Together,59925.0,0,1,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,576,59,1,766,23,0,1
9197,1953,Graduation,Married,39722.0,0,1,2014-02-24,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,125,61,1,47,7,0,0
10832,1958,Graduation,Together,46610.0,0,0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,346,56,0,467,14,0,3
6421,1961,Graduation,Together,88347.0,0,0,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,361,53,0,2116,21,1,2
4207,1981,PhD,Married,87171.0,0,0,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,424,33,0,1298,25,2,2
577,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,313,38,2,22,6,0,0
10855,1968,Master,Single,50014.0,1,0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,158,46,1,396,15,0,0
3081,1978,PhD,Married,41014.0,1,0,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,433,36,1,20,4,0,0
3535,1965,Graduation,Single,66294.0,0,0,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,104,49,0,967,13,0,3
247,1971,Graduation,Married,36715.0,1,0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,589,43,1,357,19,0,1
8707,1956,Graduation,Married,79456.0,0,0,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,676,58,0,1401,16,0,3
9523,1982,Graduation,Together,40479.0,1,0,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,316,32,1,15,4,0,0
6072,1970,Master,Single,75345.0,0,0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1,512,44,0,2087,20,1,2
6295,1977,Graduation,Married,54233.0,0,1,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,510,37,1,981,26,0,1
10914,1970,Graduation,Single,24163.0,1,1,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,260,44,2,17,6,0,0
1509,1958,PhD,Together,84460.0,0,0,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,541,56,0,523,22,4,2
5577,1983,Graduation,Together,43776.0,1,0,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,57,31,1,23,4,0,0
7348,1958,PhD,Single,71691.0,0,0,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,104,56,0,1192,17,0,3
1127,1973,PhD,Married,85844.0,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,31,41,0,1958,20,1,2
1833,1974,PhD,Single,39190.0,1,0,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0,64,40,1,133,9,0,0
4944,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,310,55,0,777,17,0,3
9080,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,372,42,2,73,9,0,0
6466,1965,PhD,Married,57236.0,1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0,109,49,2,121,10,0,0
9964,1979,Graduation,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,326,35,1,424,15,0,3
4790,1958,Graduation,Divorced,79803.0,0,1,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0,27,56,1,868,13,0,3
10245,1986,2n Cycle,Single,80910.0,0,0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0,606,28,0,756,15,0,3
1109,1982,Master,Together,27590.0,1,0,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,432,32,1,12,4,0,0
6001,1979,Graduation,Married,56775.0,0,1,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,543,35,1,937,25,0,3
5538,1975,Graduation,Divorced,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,264,39,0,1862,17,3,2
10552,1979,2n Cycle,Married,54210.0,0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0,405,35,1,367,14,0,0
1545,1986,Graduation,Married,38508.0,1,0,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,331,28,1,443,20,0,1
7409,1970,Graduation,Together,53187.0,1,0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,246,44,1,267,13,0,0
4444,1972,Graduation,Married,30023.0,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,97,42,1,61,6,0,0
146,1960,PhD,Single,76045.0,0,0,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,226,54,0,1323,21,1,3
6271,1952,PhD,Married,50870.0,0,1,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,10,62,1,63,6,0,0
10065,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,330,44,0,64,8,0,0
4741,1974,2n Cycle,Married,65463.0,1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0,150,40,1,562,19,1,3
246,1965,Graduation,Married,66480.0,1,1,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0,29,49,2,312,19,0,1
375,1954,Graduation,Divorced,76773.0,0,0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0,489,60,0,1156,16,0,3
1524,1983,2n Cycle,Single,81698.0,0,0,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1,485,31,0,1104,16,1,3
10022,1973,PhD,Single,54466.0,1,1,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,140,41,2,16,4,0,0
7451,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,132,54,0,2008,19,1,2
11010,1984,PhD,Single,16269.0,1,0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,303,30,1,44,9,0,0
4356,1971,Graduation,Together,71819.0,0,1,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,305,43,1,1574,14,2,2
3885,1983,PhD,Married,33569.0,1,0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1,256,31,1,63,5,1,0
1175,1983,Master,Married,36262.0,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,282,31,0,426,12,1,0
880,1966,Basic,Together,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,529,48,0,96,6,0,0
2320,1978,2n Cycle,Married,47025.0,0,1,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0,290,36,1,635,23,0,1
850,1968,Graduation,Single,70566.0,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,266,46,1,757,22,0,3
4713,1979,PhD,Married,31605.0,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0,584,35,1,125,9,0,0
675,1973,Master,Divorced,52034.0,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0,408,41,2,332,16,0,1
5025,1979,Graduation,Single,48526.0,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,187,35,1,135,8,0,0
2308,1954,Graduation,Married,46734.0,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,588,60,1,330,14,0,1
5995,1962,Graduation,Divorced,39552.0,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,558,52,2,384,20,0,1
6749,1966,Graduation,Single,86358.0,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,690,48,2,1722,18,0,1
1010,1977,Graduation,Together,46931.0,2,1,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0,66,37,3,78,7,0,0
8977,1985,Basic,Single,16581.0,0,0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0,533,29,0,24,4,0,0
4756,1952,2n Cycle,Divorced,63998.0,0,0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1,191,62,0,1168,25,0,3
3412,1951,Master,Married,67381.0,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,530,63,1,957,17,1,1
606,1967,Graduation,Single,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,262,47,2,15,4,0,0
5961,1978,Graduation,Married,42693.0,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,22,36,1,57,5,0,0
2975,1976,Graduation,Together,85606.0,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,594,38,1,1956,24,1,2
2894,1985,Graduation,Single,72903.0,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,243,29,0,2013,21,3,2
7613,1974,2n Cycle,Together,49669.0,1,0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,36,40,1,326,14,0,0
10542,1968,PhD,Married,36778.0,1,1,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,693,46,2,77,9,0,0
8015,1962,PhD,Divorced,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,422,52,0,1313,20,0,3
10617,1989,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,38,25,0,30,8,0,0
11166,1961,Graduation,Married,49678.0,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,512,53,1,315,14,0,1
849,1953,Master,Together,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,374,61,1,660,22,0,1
523,1989,Graduation,Married,37155.0,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,514,25,1,74,7,0,0
4066,1978,2n Cycle,Divorced,21282.0,1,0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,49,36,1,46,7,0,0
8414,1962,PhD,Single,33419.0,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,316,52,1,86,8,0,0
819,1945,Graduation,Widow,63285.0,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,236,69,0,1103,25,0,3
4961,1974,Master,Together,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,159,40,1,61,11,0,0
749,1981,Graduation,Together,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,222,33,1,145,9,1,0
5430,1956,Graduation,Together,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,653,58,2,684,31,0,1
7755,1954,PhD,Married,57744.0,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,229,60,1,411,16,0,1
10525,1986,Graduation,Single,26576.0,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,624,28,1,27,4,1,0
1453,1943,PhD,Widow,57513.0,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,358,71,0,1060,27,0,3
8310,1964,Graduation,Together,68142.0,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,669,50,1,1459,24,0,1
10710,1979,Graduation,Married,7500.0,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,669,35,1,18,4,0,0
5031,1974,Graduation,Together,83145.0,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,645,40,0,1833,26,1,2
2613,1960,Master,Married,54197.0,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,87,54,1,237,12,0,3
213,1963,PhD,Single,23091.0,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,32,51,2,48,10,0,0
967,1976,Graduation,Married,46049.0,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,343,38,2,515,26,0,1
1077,1974,Graduation,Together,56715.0,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,571,40,0,1020,15,0,3
7959,1961,Graduation,Married,79410.0,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,31,53,0,1370,11,0,3
640,1951,Graduation,Married,57304.0,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,475,63,1,1026,25,0,3
4252,1965,Graduation,Married,44375.0,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,98,49,1,301,12,0,0
8432,1956,Graduation,Together,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,653,58,2,684,31,0,1
6218,1965,Graduation,Married,59594.0,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,617,49,1,499,17,1,1
6905,1994,Graduation,Together,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,676,20,0,1004,21,0,3
5922,1974,PhD,Married,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,259,40,1,218,12,0,0
3598,1972,Graduation,Married,62710.0,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,402,42,1,606,22,0,3
6116,1968,2n Cycle,Married,48985.0,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,359,46,1,75,6,0,0
6263,1968,Graduation,Together,35322.0,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,676,46,3,106,9,0,0
10486,1948,Graduation,Married,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,396,66,0,990,17,0,3
2410,1969,Graduation,Single,81657.0,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,158,45,0,1097,16,0,3
193,1996,Basic,Married,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,132,18,0,16,4,1,0
3363,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,104,40,0,34,5,0,0
